Record_id,Date,Year_month,Country,Region,Facility_id,Facility_type,Service_type,Client_age_group,Client_gender,Visit_volume,Direct_cost_usd,Indirect_cost_usd,Total_cost_usd,Social_value_per_visit,Social_value_usd,Roi,Cumulative_visits,Region_lat,Region_lon
518,2026-01-17,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Malaria Prevention,15-24,Male,8,64,223 ,287 ,180 ,"1,440 ",4.0 ,218,9.032,38.7469
2455,2026-01-17,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Post-abortion Care,35-44,Male,2,120,17 ,137 ,"1,500 ","3,000 ",20.8 ,220,9.032,38.7469
5563,2026-01-18,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Family Planning,35-44,Male,13,195,104 ,299 ,120 ,"1,560 ",4.2 ,233,9.032,38.7469
5658,2026-02-11,2026-02,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Family Planning,35-44,Male,11,165,327 ,492 ,120 ,"1,320 ",1.7 ,244,9.032,38.7469
958,2026-02-28,2026-02,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Maternal Health,25-34,Female,5,225,147 ,372 ,800 ,"4,000 ",9.8 ,249,9.032,38.7469
4171,2026-03-11,2026-03,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Maternal Health,25-34,Female,10,450,82 ,532 ,800 ,"8,000 ",14.0 ,259,9.032,38.7469
188,2026-03-13,2026-03,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Malaria Prevention,15-24,Male,8,64,182 ,246 ,180 ,"1,440 ",4.8 ,267,9.032,38.7469
360,2026-03-26,2026-03,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Maternal Health,25-34,Female,8,360,68 ,428 ,800 ,"6,400 ",14.0 ,275,9.032,38.7469
2856,2026-04-04,2026-04,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Post-abortion Care,45+,Female,2,120,37 ,157 ,"1,500 ","3,000 ",18.1 ,277,9.032,38.7469
6334,2026-04-21,2026-04,Ethiopia,Addis Ababa,Eth_Add_Cl_6,Clinic,Post-abortion Care,45+,Female,3,180,59 ,239 ,"1,500 ","4,500 ",17.8 ,280,9.032,38.7469
3906,2025-01-11,2025-01,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Family Planning,15-24,Female,18,270,220 ,490 ,120 ,"2,160 ",3.4 ,18,9.032,38.7469
617,2025-01-20,2025-01,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Maternal Health,25-34,Female,11,495,113 ,608 ,800 ,"8,800 ",13.5 ,29,9.032,38.7469
4222,2025-02-03,2025-02,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Malaria Prevention,15-24,Female,7,56,78 ,134 ,180 ,"1,260 ",8.4 ,36,9.032,38.7469
1758,2025-02-07,2025-02,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Child Immunization,15-24,Male,12,144,253 ,397 ,250 ,"3,000 ",6.5 ,48,9.032,38.7469
4807,2025-02-15,2025-02,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Maternal Health,35-44,Female,13,585,317 ,902 ,800 ,"10,400 ",10.5 ,61,9.032,38.7469
3841,2025-03-10,2025-03,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,HIV Testing,35-44,Female,3,60,54 ,114 ,300 ,900 ,6.9 ,64,9.032,38.7469
1844,2025-03-11,2025-03,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Family Planning,15-24,Female,6,90,65 ,155 ,120 ,720 ,3.7 ,70,9.032,38.7469
2909,2025-03-31,2025-03,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Malaria Prevention,45+,Female,13,104,321 ,425 ,180 ,"2,340 ",4.5 ,83,9.032,38.7469
3734,2025-05-14,2025-05,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Post-abortion Care,25-34,Female,4,240,26 ,266 ,"1,500 ","6,000 ",21.6 ,87,9.032,38.7469
4247,2025-05-17,2025-05,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Malaria Prevention,35-44,Male,10,80,142 ,222 ,180 ,"1,800 ",7.1 ,97,9.032,38.7469
3720,2025-06-01,2025-06,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Post-abortion Care,25-34,Male,1,60,30 ,90 ,"1,500 ","1,500 ",15.7 ,98,9.032,38.7469
8651,2025-06-29,2025-06,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Family Planning,15-24,Male,13,195,375 ,570 ,120 ,"1,560 ",1.7 ,111,9.032,38.7469
7515,2025-08-26,2025-08,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Maternal Health,35-44,Female,12,540,355 ,895 ,800 ,"9,600 ",9.7 ,123,9.032,38.7469
3739,2025-08-27,2025-08,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Family Planning,35-44,Female,4,60,114 ,174 ,120 ,480 ,1.8 ,127,9.032,38.7469
3703,2025-09-08,2025-09,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Maternal Health,35-44,Female,8,360,102 ,462 ,800 ,"6,400 ",12.9 ,135,9.032,38.7469
8387,2025-11-12,2025-11,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Maternal Health,35-44,Female,10,450,159 ,609 ,800 ,"8,000 ",12.1 ,145,9.032,38.7469
5651,2026-01-30,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Post-abortion Care,35-44,Male,3,180,16 ,196 ,"1,500 ","4,500 ",22.0 ,148,9.032,38.7469
7484,2026-02-06,2026-02,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Child Immunization,45+,Female,13,156,210 ,366 ,250 ,"3,250 ",7.9 ,161,9.032,38.7469
2983,2026-03-01,2026-03,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Post-abortion Care,15-24,Male,5,300,146 ,446 ,"1,500 ","7,500 ",15.8 ,166,9.032,38.7469
2014,2026-03-03,2026-03,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Malaria Prevention,15-24,Female,5,40,49 ,89 ,180 ,900 ,9.1 ,171,9.032,38.7469
6946,2026-05-28,2026-05,Ethiopia,Addis Ababa,Eth_Add_Cl_7,Clinic,Post-abortion Care,45+,Female,1,60,24 ,84 ,"1,500 ","1,500 ",16.8 ,172,9.032,38.7469
8165,2025-01-10,2025-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Child Immunization,15-24,Male,15,180,205 ,385 ,250 ,"3,750 ",8.7 ,15,9.032,38.7469
3982,2025-01-17,2025-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Maternal Health,25-34,Male,5,225,125 ,350 ,800 ,"4,000 ",10.4 ,20,9.032,38.7469
214,2025-01-22,2025-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,HIV Testing,25-34,Male,7,140,181 ,321 ,300 ,"2,100 ",5.6 ,27,9.032,38.7469
8390,2025-02-12,2025-02,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Post-abortion Care,25-34,Male,2,120,27 ,147 ,"1,500 ","3,000 ",19.4 ,29,9.032,38.7469
5582,2025-02-19,2025-02,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,HIV Testing,35-44,Female,3,60,41 ,101 ,300 ,900 ,7.9 ,32,9.032,38.7469
7869,2025-04-19,2025-04,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Family Planning,15-24,Male,15,225,450 ,675 ,120 ,"1,800 ",1.7 ,47,9.032,38.7469
1062,2025-07-09,2025-07,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,HIV Testing,45+,Female,4,80,106 ,186 ,300 ,"1,200 ",5.5 ,51,9.032,38.7469
3149,2025-10-07,2025-10,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Child Immunization,45+,Female,11,132,260 ,392 ,250 ,"2,750 ",6.0 ,62,9.032,38.7469
6713,2025-11-27,2025-11,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,HIV Testing,15-24,Male,6,120,65 ,185 ,300 ,"1,800 ",8.7 ,68,9.032,38.7469
5409,2025-12-12,2025-12,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Child Immunization,45+,Male,19,228,231 ,459 ,250 ,"4,750 ",9.4 ,87,9.032,38.7469
5731,2026-01-08,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Family Planning,15-24,Male,12,180,140 ,320 ,120 ,"1,440 ",3.5 ,99,9.032,38.7469
3162,2026-01-15,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Maternal Health,35-44,Male,10,450,225 ,675 ,800 ,"8,000 ",10.9 ,109,9.032,38.7469
2735,2026-01-22,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Child Immunization,15-24,Female,6,72,92 ,164 ,250 ,"1,500 ",8.1 ,115,9.032,38.7469
970,2026-01-26,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Post-abortion Care,25-34,Female,3,180,51 ,231 ,"1,500 ","4,500 ",18.5 ,118,9.032,38.7469
4297,2026-01-27,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Child Immunization,25-34,Male,13,156,344 ,500 ,250 ,"3,250 ",5.5 ,131,9.032,38.7469
8438,2026-01-27,2026-01,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Malaria Prevention,15-24,Female,8,64,136 ,200 ,180 ,"1,440 ",6.2 ,139,9.032,38.7469
2331,2026-03-08,2026-03,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Post-abortion Care,45+,Male,3,180,48 ,228 ,"1,500 ","4,500 ",18.7 ,142,9.032,38.7469
5799,2026-03-22,2026-03,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,HIV Testing,45+,Male,4,80,35 ,115 ,300 ,"1,200 ",9.4 ,146,9.032,38.7469
1086,2026-05-27,2026-05,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Maternal Health,45+,Male,3,135,27 ,162 ,800 ,"2,400 ",13.8 ,149,9.032,38.7469
341,2026-05-30,2026-05,Ethiopia,Addis Ababa,Eth_Add_Cl_8,Clinic,Malaria Prevention,35-44,Female,9,72,189 ,261 ,180 ,"1,620 ",5.2 ,158,9.032,38.7469
6422,2025-02-19,2025-02,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Maternal Health,25-34,Female,13,585,85 ,670 ,800 ,"10,400 ",14.5 ,13,9.032,38.7469
5934,2025-03-05,2025-03,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Child Immunization,35-44,Male,34,408,571 ,979 ,250 ,"8,500 ",7.7 ,47,9.032,38.7469
5115,2025-03-06,2025-03,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Malaria Prevention,25-34,Female,16,128,142 ,270 ,180 ,"2,880 ",9.7 ,63,9.032,38.7469
7441,2025-03-07,2025-03,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Child Immunization,45+,Female,20,240,530 ,770 ,250 ,"5,000 ",5.5 ,83,9.032,38.7469
959,2025-03-09,2025-03,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,HIV Testing,25-34,Male,9,180,221 ,401 ,300 ,"2,700 ",5.7 ,92,9.032,38.7469
2473,2025-04-11,2025-04,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Post-abortion Care,35-44,Male,6,360,179 ,539 ,"1,500 ","9,000 ",15.7 ,98,9.032,38.7469
905,2025-06-13,2025-06,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Post-abortion Care,45+,Female,7,420,169 ,589 ,"1,500 ","10,500 ",16.8 ,105,9.032,38.7469
3775,2025-07-06,2025-07,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Child Immunization,35-44,Female,30,360,575 ,935 ,250 ,"7,500 ",7.0 ,135,9.032,38.7469
7448,2025-08-02,2025-08,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Maternal Health,45+,Female,21,945,477 ,"1,422 ",800 ,"16,800 ",10.8 ,156,9.032,38.7469
4144,2025-09-10,2025-09,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Post-abortion Care,25-34,Male,5,300,52 ,352 ,"1,500 ","7,500 ",20.3 ,161,9.032,38.7469
5680,2025-09-14,2025-09,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Post-abortion Care,15-24,Male,5,300,130 ,430 ,"1,500 ","7,500 ",16.4 ,166,9.032,38.7469
2116,2025-09-21,2025-09,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Malaria Prevention,25-34,Female,20,160,525 ,685 ,180 ,"3,600 ",4.3 ,186,9.032,38.7469
3558,2025-10-05,2025-10,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Malaria Prevention,15-24,Female,23,184,290 ,474 ,180 ,"4,140 ",7.7 ,209,9.032,38.7469
2577,2025-10-10,2025-10,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Post-abortion Care,25-34,Female,6,360,37 ,397 ,"1,500 ","9,000 ",21.7 ,215,9.032,38.7469
7555,2025-11-04,2025-11,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Family Planning,25-34,Female,21,315,273 ,588 ,120 ,"2,520 ",3.3 ,236,9.032,38.7469
1186,2025-11-13,2025-11,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Malaria Prevention,35-44,Female,18,144,331 ,475 ,180 ,"3,240 ",5.8 ,254,9.032,38.7469
8339,2025-11-18,2025-11,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Family Planning,25-34,Male,28,420,242 ,662 ,120 ,"3,360 ",4.1 ,282,9.032,38.7469
8663,2025-11-30,2025-11,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Family Planning,35-44,Male,22,330,252 ,582 ,120 ,"2,640 ",3.5 ,304,9.032,38.7469
4566,2025-12-04,2025-12,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Child Immunization,25-34,Male,29,348,192 ,540 ,250 ,"7,250 ",12.4 ,333,9.032,38.7469
6764,2026-01-17,2026-01,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Post-abortion Care,25-34,Female,7,420,100 ,520 ,"1,500 ","10,500 ",19.2 ,340,9.032,38.7469
2533,2026-01-25,2026-01,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Family Planning,35-44,Female,30,450,811 ,"1,261 ",120 ,"3,600 ",1.9 ,370,9.032,38.7469
3691,2026-01-27,2026-01,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Child Immunization,35-44,Male,30,360,345 ,705 ,250 ,"7,500 ",9.6 ,400,9.032,38.7469
4042,2026-02-15,2026-02,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Maternal Health,15-24,Female,18,810,278 ,"1,088 ",800 ,"14,400 ",12.2 ,418,9.032,38.7469
4077,2026-02-17,2026-02,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Maternal Health,25-34,Female,19,855,271 ,"1,126 ",800 ,"15,200 ",12.5 ,437,9.032,38.7469
4185,2026-02-18,2026-02,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,HIV Testing,35-44,Female,11,220,129 ,349 ,300 ,"3,300 ",8.5 ,448,9.032,38.7469
6396,2026-03-12,2026-03,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Malaria Prevention,15-24,Male,16,128,165 ,293 ,180 ,"2,880 ",8.8 ,464,9.032,38.7469
8711,2026-04-11,2026-04,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Malaria Prevention,35-44,Female,19,152,416 ,568 ,180 ,"3,420 ",5.0 ,483,9.032,38.7469
71,2026-05-22,2026-05,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Post-abortion Care,25-34,Female,5,300,107 ,407 ,"1,500 ","7,500 ",17.4 ,488,9.032,38.7469
614,2026-05-31,2026-05,Ethiopia,Addis Ababa,Eth_Add_Ho_1,Hospital,Child Immunization,35-44,Female,20,240,133 ,373 ,250 ,"5,000 ",12.4 ,508,9.032,38.7469
7330,2025-01-05,2025-01,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Maternal Health,35-44,Female,15,675,304 ,979 ,800 ,"12,000 ",11.3 ,15,9.032,38.7469
5299,2025-01-06,2025-01,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,HIV Testing,25-34,Female,12,240,341 ,581 ,300 ,"3,600 ",5.2 ,27,9.032,38.7469
5426,2025-02-01,2025-02,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Maternal Health,45+,Female,19,855,137 ,992 ,800 ,"15,200 ",14.3 ,46,9.032,38.7469
6598,2025-02-21,2025-02,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Malaria Prevention,25-34,Female,15,120,83 ,203 ,180 ,"2,700 ",12.3 ,61,9.032,38.7469
8135,2025-03-27,2025-03,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Malaria Prevention,45+,Female,21,168,113 ,281 ,180 ,"3,780 ",12.4 ,82,9.032,38.7469
2252,2025-04-17,2025-04,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Malaria Prevention,35-44,Female,11,88,144 ,232 ,180 ,"1,980 ",7.5 ,93,9.032,38.7469
3233,2025-05-18,2025-05,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Post-abortion Care,15-24,Female,6,360,74 ,434 ,"1,500 ","9,000 ",19.7 ,99,9.032,38.7469
1633,2025-05-31,2025-05,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,HIV Testing,35-44,Female,7,140,196 ,336 ,300 ,"2,100 ",5.2 ,106,9.032,38.7469
4784,2025-07-06,2025-07,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Post-abortion Care,35-44,Female,5,300,143 ,443 ,"1,500 ","7,500 ",15.9 ,111,9.032,38.7469
3121,2025-07-09,2025-07,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Family Planning,15-24,Female,31,465,372 ,837 ,120 ,"3,720 ",3.4 ,142,9.032,38.7469
7148,2025-08-05,2025-08,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,HIV Testing,45+,Male,7,140,65 ,205 ,300 ,"2,100 ",9.3 ,149,9.032,38.7469
4878,2025-09-23,2025-09,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Family Planning,45+,Male,20,300,329 ,629 ,120 ,"2,400 ",2.8 ,169,9.032,38.7469
231,2025-10-18,2025-10,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,HIV Testing,25-34,Male,8,160,56 ,216 ,300 ,"2,400 ",10.1 ,177,9.032,38.7469
1412,2025-10-18,2025-10,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Maternal Health,25-34,Male,19,855,408 ,"1,263 ",800 ,"15,200 ",11.0 ,196,9.032,38.7469
8918,2025-12-05,2025-12,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Family Planning,25-34,Female,31,465,836 ,"1,301 ",120 ,"3,720 ",1.9 ,227,9.032,38.7469
6249,2026-01-03,2026-01,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Malaria Prevention,35-44,Male,18,144,237 ,381 ,180 ,"3,240 ",7.5 ,245,9.032,38.7469
6174,2026-02-15,2026-02,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,HIV Testing,45+,Male,13,260,80 ,340 ,300 ,"3,900 ",10.5 ,258,9.032,38.7469
8703,2026-02-25,2026-02,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Child Immunization,35-44,Male,35,420,928 ,"1,348 ",250 ,"8,750 ",5.5 ,293,9.032,38.7469
4463,2026-03-10,2026-03,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Maternal Health,35-44,Male,17,765,239 ,"1,004 ",800 ,"13,600 ",12.5 ,310,9.032,38.7469
5061,2026-04-10,2026-04,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Family Planning,35-44,Male,27,405,490 ,895 ,120 ,"3,240 ",2.6 ,337,9.032,38.7469
5956,2026-04-14,2026-04,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,Malaria Prevention,35-44,Female,20,160,557 ,717 ,180 ,"3,600 ",4.0 ,357,9.032,38.7469
7920,2026-05-29,2026-05,Ethiopia,Addis Ababa,Eth_Add_Ho_2,Hospital,HIV Testing,25-34,Female,5,100,129 ,229 ,300 ,"1,500 ",5.5 ,362,9.032,38.7469
6482,2025-01-05,2025-01,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Post-abortion Care,25-34,Female,9,540,88 ,628 ,"1,500 ","13,500 ",20.5 ,9,9.032,38.7469
4096,2025-02-07,2025-02,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Family Planning,15-24,Male,24,360,472 ,832 ,120 ,"2,880 ",2.5 ,33,9.032,38.7469
8213,2025-03-11,2025-03,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,HIV Testing,45+,Female,10,200,70 ,270 ,300 ,"3,000 ",10.1 ,43,9.032,38.7469
3177,2025-03-14,2025-03,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Family Planning,15-24,Male,21,315,611 ,926 ,120 ,"2,520 ",1.7 ,64,9.032,38.7469
2934,2025-03-25,2025-03,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Child Immunization,35-44,Female,38,456,627 ,"1,083 ",250 ,"9,500 ",7.8 ,102,9.032,38.7469
2483,2025-06-30,2025-06,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Post-abortion Care,15-24,Male,8,480,77 ,557 ,"1,500 ","12,000 ",20.6 ,110,9.032,38.7469
561,2025-07-09,2025-07,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,HIV Testing,45+,Male,6,120,58 ,178 ,300 ,"1,800 ",9.1 ,116,9.032,38.7469
2638,2025-07-13,2025-07,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Child Immunization,35-44,Female,34,408,944 ,"1,352 ",250 ,"8,500 ",5.3 ,150,9.032,38.7469
8706,2025-08-21,2025-08,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Family Planning,25-34,Female,35,525,327 ,852 ,120 ,"4,200 ",3.9 ,185,9.032,38.7469
2328,2025-09-21,2025-09,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Maternal Health,35-44,Female,16,720,253 ,973 ,800 ,"12,800 ",12.2 ,201,9.032,38.7469
2258,2025-09-25,2025-09,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Malaria Prevention,35-44,Male,15,120,237 ,357 ,180 ,"2,700 ",6.6 ,216,9.032,38.7469
4413,2025-10-18,2025-10,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Malaria Prevention,25-34,Female,12,96,67 ,163 ,180 ,"2,160 ",12.3 ,228,9.032,38.7469
2370,2025-11-25,2025-11,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Malaria Prevention,25-34,Male,25,200,636 ,836 ,180 ,"4,500 ",4.4 ,253,9.032,38.7469
532,2025-12-30,2025-12,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Maternal Health,25-34,Female,13,585,258 ,843 ,800 ,"10,400 ",11.3 ,266,9.032,38.7469
3822,2026-01-06,2026-01,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Post-abortion Care,45+,Female,6,360,93 ,453 ,"1,500 ","9,000 ",18.9 ,272,9.032,38.7469
5575,2026-01-15,2026-01,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Family Planning,45+,Male,35,525,604 ,"1,129 ",120 ,"4,200 ",2.7 ,307,9.032,38.7469
5573,2026-02-14,2026-02,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Family Planning,15-24,Female,20,300,553 ,853 ,120 ,"2,400 ",1.8 ,327,9.032,38.7469
8064,2026-03-30,2026-03,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Malaria Prevention,15-24,Female,21,168,407 ,575 ,180 ,"3,780 ",5.6 ,348,9.032,38.7469
5683,2026-04-08,2026-04,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,Maternal Health,15-24,Male,22,990,175 ,"1,165 ",800 ,"17,600 ",14.1 ,370,9.032,38.7469
2332,2026-04-20,2026-04,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,HIV Testing,35-44,Male,12,240,260 ,500 ,300 ,"3,600 ",6.2 ,382,9.032,38.7469
1233,2026-05-03,2026-05,Ethiopia,Addis Ababa,Eth_Add_Ho_3,Hospital,HIV Testing,45+,Female,15,300,359 ,659 ,300 ,"4,500 ",5.8 ,397,9.032,38.7469
5184,2025-01-01,2025-01,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,Child Immunization,35-44,Male,29,348,806 ,"1,154 ",250 ,"7,250 ",5.3 ,29,9.032,38.7469
1836,2025-01-12,2025-01,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,Child Immunization,35-44,Female,22,264,465 ,729 ,250 ,"5,500 ",6.5 ,51,9.032,38.7469
2169,2025-01-20,2025-01,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,Family Planning,25-34,Male,33,495,517 ,"1,012 ",120 ,"3,960 ",2.9 ,84,9.032,38.7469
3058,2025-01-29,2025-01,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,Family Planning,15-24,Female,28,420,337 ,757 ,120 ,"3,360 ",3.4 ,112,9.032,38.7469
3312,2025-01-29,2025-01,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,Post-abortion Care,35-44,Male,6,360,127 ,487 ,"1,500 ","9,000 ",17.5 ,118,9.032,38.7469
8027,2025-02-13,2025-02,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,Family Planning,35-44,Male,16,240,275 ,515 ,120 ,"1,920 ",2.7 ,134,9.032,38.7469
7503,2025-04-09,2025-04,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,Family Planning,45+,Male,31,465,686 ,"1,151 ",120 ,"3,720 ",2.2 ,165,9.032,38.7469
4186,2025-06-11,2025-06,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,HIV Testing,25-34,Female,8,160,164 ,324 ,300 ,"2,400 ",6.4 ,173,9.032,38.7469
1554,2025-07-05,2025-07,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,HIV Testing,45+,Male,12,240,238 ,478 ,300 ,"3,600 ",6.5 ,185,9.032,38.7469
4853,2025-08-16,2025-08,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,Family Planning,25-34,Female,37,555,543 ,"1,098 ",120 ,"4,440 ",3.0 ,222,9.032,38.7469
2301,2025-08-22,2025-08,Ethiopia,Addis Ababa,Eth_Add_Ho_4,Hospital,HIV Testing,45+,Female,13,260,116 ,376 ,300 ,"3,900 ",9.4 ,235,9.032,38.7469
